order_id,order_date,state,zone,category,brand_type,customer_gender,customer_age,base_price,discount_percent,final_price,units_sold,revenue,sales_event,competition_intensity,inventory_pressure
ORD0009208,2023-11-30,Maharashtra,West,Electronics,Premium,Male,27,8449.07,28.44,6046.15,27,163246.05,Festival,Low,Low
ORD0009209,2023-11-30,Telangana,South,Home & Living,Premium,Male,30,4571.41,26.83,3344.9,11,36793.9,Normal,High,High
ORD0009210,2023-11-30,West Bengal,East,Premium Lifestyle,Mass,Male,33,4602.36,32.05,3127.3,15,46909.5,Normal,Medium,Low
ORD0009211,2023-11-30,Kerala,South,Beauty & Personal Care,Premium,Female,39,2369.07,0.02,2368.6,5,11843.0,Normal,Low,Low
ORD0009212,2023-11-30,Punjab,North,Beauty & Personal Care,Premium,Male,24,914.84,52.61,433.54,108,46822.32,Festival,Medium,High
ORD0009213,2023-11-30,Karnataka,South,Beauty & Personal Care,Premium,Male,19,2396.22,8.02,2204.04,7,15428.28,Normal,Medium,Low
ORD0009214,2023-11-30,Madhya Pradesh,Central,Sports & Fitness,Mass,Female,40,5727.3,38.45,3525.15,16,56402.4,Normal,Medium,Low
ORD0009215,2023-11-30,Uttar Pradesh,North,Beauty & Personal Care,Mass,Female,58,456.05,38.62,279.92,15,4198.8,Normal,High,Low
ORD0009216,2023-11-30,Karnataka,South,Beauty & Personal Care,Mass,Male,48,892.6,53.93,411.22,27,11102.94,Normal,High,High
ORD0009217,2023-11-30,Odisha,East,Grocery Essentials,Mass,Female,24,372.03,64.85,130.77,64,8369.28,Festival,Low,Low
ORD0009218,2023-11-30,Gujarat,West,Footwear,Premium,Male,52,2870.48,8.33,2631.37,18,47364.66,Normal,Low,Low
ORD0009219,2023-11-30,Odisha,East,Footwear,Mass,Male,21,4353.98,65.0,1523.89,60,91433.4,Festival,Low,High
ORD0009220,2023-11-30,Chhattisgarh,Central,Electronics,Mass,Male,34,10273.51,48.29,5312.43,44,233746.92,Festival,Medium,High
ORD0009221,2023-11-30,Karnataka,South,Grocery Essentials,Mass,Male,50,357.71,34.33,234.91,18,4228.38,Festival,Low,Low
ORD0009222,2023-11-30,Kerala,South,Beauty & Personal Care,Premium,Male,27,2391.3,22.67,1849.19,66,122046.54,Festival,Medium,Low
ORD0009223,2023-11-30,Karnataka,South,Fashion,Premium,Female,63,2975.22,26.41,2189.46,19,41599.74,Normal,Low,Low
ORD0009224,2023-11-30,Tamil Nadu,South,Home & Living,Mass,Male,22,3836.08,65.0,1342.63,18,24167.34,Normal,Medium,High
ORD0009225,2023-11-30,Delhi NCR,North,Electronics,Premium,Male,24,8578.76,38.81,5249.34,95,498687.3,Festival,High,Low
ORD0009226,2023-11-30,Tamil Nadu,South,Fashion,Premium,Female,33,3351.05,19.61,2693.91,21,56572.11,Normal,High,Low
ORD0009227,2023-11-30,Uttar Pradesh,North,Premium Lifestyle,Mass,Male,22,6290.02,30.1,4396.72,8,35173.76,Normal,Low,Low
ORD0009228,2023-11-30,Odisha,East,Beauty & Personal Care,Mass,Female,65,1393.05,62.16,527.13,28,14759.64,Festival,Medium,Low
ORD0009229,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Female,27,2861.2,19.48,2303.84,17,39165.28,Normal,Medium,High
ORD0009230,2023-11-30,Punjab,North,Fashion,Mass,Male,35,3319.38,65.0,1161.78,36,41824.08,Normal,Low,High
ORD0009231,2023-11-30,Delhi NCR,North,Sports & Fitness,Mass,Male,33,4798.71,57.33,2047.61,55,112618.55,Normal,Low,Low
ORD0009232,2023-11-30,Tamil Nadu,South,Premium Lifestyle,Mass,Male,42,14300.16,37.02,9006.24,42,378262.08,Normal,Medium,Low
ORD0009233,2023-11-30,Punjab,North,Grocery Essentials,Mass,Female,33,106.79,44.7,59.05,9,531.45,Normal,Medium,Low
ORD0009234,2023-11-30,Uttar Pradesh,North,Grocery Essentials,Mass,Female,29,342.89,44.51,190.27,15,2854.05,Normal,Medium,Low
ORD0009235,2023-11-30,Chhattisgarh,Central,Beauty & Personal Care,Premium,Male,24,549.6,17.52,453.31,50,22665.5,Festival,Low,Low
ORD0009236,2023-11-30,Punjab,North,Fashion,Mass,Female,43,1746.04,61.21,677.29,17,11513.93,Normal,Low,High
ORD0009237,2023-11-30,Tamil Nadu,South,Premium Lifestyle,Mass,Female,33,13139.19,56.42,5726.06,42,240494.52,Normal,Low,Low
ORD0009238,2023-11-30,Uttar Pradesh,North,Beauty & Personal Care,Mass,Male,33,2221.98,52.54,1054.55,26,27418.3,Normal,Medium,Low
ORD0009239,2023-11-30,West Bengal,East,Footwear,Mass,Male,35,4393.12,33.06,2940.75,31,91163.25,Normal,Medium,High
ORD0009240,2023-11-30,Tamil Nadu,South,Electronics,Mass,Male,24,4317.45,57.11,1851.75,87,161102.25,Festival,Medium,Low
ORD0009241,2023-11-30,Odisha,East,Grocery Essentials,Mass,Male,21,567.29,31.21,390.24,65,25365.6,Festival,High,Low
ORD0009242,2023-11-30,Punjab,North,Beauty & Personal Care,Premium,Male,35,837.89,45.79,454.22,15,6813.3,Normal,Medium,High
ORD0009243,2023-11-30,Tamil Nadu,South,Beauty & Personal Care,Mass,Female,45,2261.76,36.0,1447.53,34,49216.02,Normal,High,Low
ORD0009244,2023-11-30,Chhattisgarh,Central,Electronics,Premium,Female,46,8553.15,26.02,6327.62,9,56948.58,Normal,Medium,Low
ORD0009245,2023-11-30,Chhattisgarh,Central,Grocery Essentials,Premium,Female,22,323.3,28.54,231.03,41,9472.23,Festival,Low,Low
ORD0009246,2023-11-30,Gujarat,West,Grocery Essentials,Premium,Male,18,253.78,48.25,131.33,84,11031.72,Festival,Medium,Low
ORD0009247,2023-11-30,Punjab,North,Footwear,Mass,Male,23,2151.26,51.75,1037.98,34,35291.32,Festival,Low,Low
ORD0009248,2023-11-30,Chhattisgarh,Central,Sports & Fitness,Mass,Female,39,4171.35,64.42,1484.17,31,46009.27,Normal,Medium,High
ORD0009249,2023-11-30,Madhya Pradesh,Central,Footwear,Mass,Male,35,3542.74,31.97,2410.13,40,96405.2,Festival,Medium,Low
ORD0009250,2023-11-30,Kerala,South,Grocery Essentials,Mass,Male,29,285.19,61.06,111.05,28,3109.4,Normal,Medium,Low
ORD0009251,2023-11-30,Telangana,South,Grocery Essentials,Mass,Female,19,573.36,29.67,403.24,25,10081.0,Normal,High,Low
ORD0009252,2023-11-30,West Bengal,East,Sports & Fitness,Mass,Female,18,3407.88,11.28,3023.47,13,39305.11,Normal,Low,Low
ORD0009253,2023-11-30,Punjab,North,Sports & Fitness,Premium,Female,22,6558.22,52.25,3131.55,24,75157.2,Normal,High,High
ORD0009254,2023-11-30,Telangana,South,Fashion,Mass,Male,34,1301.9,65.0,455.67,20,9113.4,Normal,High,Low
ORD0009255,2023-11-30,Uttar Pradesh,North,Sports & Fitness,Mass,Male,21,6350.94,46.4,3404.1,45,153184.5,Normal,Low,Low
ORD0009256,2023-11-30,Odisha,East,Premium Lifestyle,Mass,Female,21,4529.39,40.32,2703.14,30,81094.2,Normal,Medium,High
ORD0009257,2023-11-30,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,27,13708.08,64.43,4875.96,10,48759.6,Normal,Medium,Low
ORD0009258,2023-11-30,Kerala,South,Premium Lifestyle,Mass,Female,22,9155.49,64.8,3222.73,111,357723.03,Festival,High,Low
ORD0009259,2023-11-30,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,18,6103.79,54.9,2752.81,52,143146.12,Normal,High,Low
ORD0009260,2023-11-30,Uttar Pradesh,North,Electronics,Mass,Female,34,7343.87,31.26,5048.18,20,100963.6,Normal,Medium,Low
ORD0009261,2023-11-30,Tamil Nadu,South,Beauty & Personal Care,Mass,Male,21,2431.7,36.83,1536.1,29,44546.9,Normal,Medium,High
ORD0009262,2023-11-30,Delhi NCR,North,Sports & Fitness,Mass,Female,57,3140.42,49.42,1588.42,7,11118.94,Normal,Medium,High
ORD0009263,2023-11-30,Kerala,South,Home & Living,Mass,Female,18,1981.69,30.61,1375.09,41,56378.69,Festival,Medium,Low
ORD0009264,2023-11-30,Haryana,North,Grocery Essentials,Premium,Male,43,302.32,39.77,182.09,34,6191.06,Normal,Medium,Low
ORD0009265,2023-11-30,Kerala,South,Sports & Fitness,Mass,Female,64,3081.17,64.37,1097.82,40,43912.8,Festival,Medium,Low
ORD0009266,2023-11-30,Maharashtra,West,Footwear,Mass,Male,39,3897.82,54.79,1762.2,61,107494.2,Normal,High,Low
ORD0009267,2023-11-30,Telangana,South,Grocery Essentials,Mass,Male,62,468.23,10.61,418.55,8,3348.4,Normal,Medium,Low
ORD0009268,2023-11-30,Odisha,East,Sports & Fitness,Mass,Female,53,3016.31,52.12,1444.21,17,24551.57,Festival,Low,Low
ORD0009269,2023-11-30,Gujarat,West,Footwear,Mass,Female,47,3792.74,41.85,2205.48,36,79397.28,Normal,Medium,Low
ORD0009270,2023-11-30,Tamil Nadu,South,Footwear,Mass,Female,46,2235.5,36.73,1414.4,30,42432.0,Normal,Medium,Low
ORD0009271,2023-11-30,Madhya Pradesh,Central,Premium Lifestyle,Premium,Male,55,7243.96,50.68,3572.72,18,64308.96,Normal,High,High
ORD0009272,2023-11-30,Delhi NCR,North,Sports & Fitness,Mass,Male,25,2929.3,44.93,1613.17,42,67753.14,Normal,Medium,High
ORD0009273,2023-11-30,Punjab,North,Grocery Essentials,Mass,Male,18,626.32,60.22,249.15,117,29150.55,Festival,High,Low
ORD0009274,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Male,59,2754.05,32.98,1845.76,46,84904.96,Festival,Low,Low
ORD0009275,2023-11-30,Uttar Pradesh,North,Beauty & Personal Care,Premium,Female,27,1350.75,32.11,917.02,16,14672.32,Normal,Medium,Low
ORD0009276,2023-11-30,Delhi NCR,North,Sports & Fitness,Premium,Female,35,3984.6,27.85,2874.89,14,40248.46,Normal,Low,Low
ORD0009277,2023-11-30,Tamil Nadu,South,Electronics,Mass,Male,34,9947.78,50.96,4878.39,16,78054.24,Normal,Low,Low
ORD0009278,2023-11-30,Kerala,South,Footwear,Mass,Male,27,2803.28,49.94,1403.32,29,40696.28,Normal,High,Low
ORD0009279,2023-11-30,Gujarat,West,Premium Lifestyle,Premium,Male,62,12083.41,29.38,8533.3,52,443731.6,Festival,High,High
ORD0009280,2023-11-30,Punjab,North,Electronics,Mass,Female,49,10022.05,51.85,4825.62,17,82035.54,Normal,High,Low
ORD0009281,2023-11-30,West Bengal,East,Electronics,Mass,Female,63,11976.07,51.6,5796.42,4,23185.68,Normal,Medium,Low
ORD0009282,2023-11-30,Kerala,South,Fashion,Premium,Male,45,1818.66,36.92,1147.21,17,19502.57,Festival,Low,High
ORD0009283,2023-11-30,Haryana,North,Fashion,Mass,Female,31,1763.63,46.38,945.66,45,42554.7,Normal,High,Low
ORD0009284,2023-11-30,Uttar Pradesh,North,Grocery Essentials,Premium,Female,22,326.53,29.08,231.58,18,4168.44,Normal,Medium,Low
ORD0009285,2023-11-30,Telangana,South,Beauty & Personal Care,Mass,Male,32,2341.49,52.01,1123.68,40,44947.2,Normal,High,Low
ORD0009286,2023-11-30,Tamil Nadu,South,Sports & Fitness,Mass,Male,42,1296.12,55.92,571.33,27,15425.91,Normal,High,High
ORD0009287,2023-11-30,Uttar Pradesh,North,Electronics,Mass,Male,42,6417.35,36.62,4067.32,20,81346.4,Festival,Medium,High
ORD0009288,2023-11-30,Punjab,North,Fashion,Mass,Female,25,2530.09,48.86,1293.89,46,59518.94,Normal,Medium,Low
ORD0009289,2023-11-30,Odisha,East,Sports & Fitness,Mass,Female,53,1484.55,25.42,1107.18,30,33215.4,Festival,Low,Low
ORD0009290,2023-11-30,Telangana,South,Electronics,Mass,Female,43,4263.26,54.27,1949.59,64,124773.76,Festival,Medium,Low
ORD0009291,2023-11-30,Tamil Nadu,South,Sports & Fitness,Mass,Female,40,6016.14,16.63,5015.66,28,140438.48,Normal,Low,Low
ORD0009292,2023-11-30,Tamil Nadu,South,Footwear,Mass,Female,18,3452.68,40.86,2041.91,45,91885.95,Festival,Low,Low
ORD0009293,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Male,26,4843.92,27.25,3523.95,7,24667.65,Normal,Medium,Low
ORD0009294,2023-11-30,West Bengal,East,Sports & Fitness,Mass,Male,31,2543.76,52.98,1196.08,74,88509.92,Festival,High,Low
ORD0009295,2023-11-30,Maharashtra,West,Footwear,Mass,Male,54,3511.94,65.0,1229.18,66,81125.88,Festival,Medium,Low
ORD0009296,2023-11-30,Madhya Pradesh,Central,Home & Living,Mass,Male,30,2252.25,10.33,2019.59,12,24235.08,Normal,Medium,Low
ORD0009297,2023-11-30,West Bengal,East,Home & Living,Mass,Female,58,4440.33,52.4,2113.6,22,46499.2,Normal,Medium,Low
ORD0009298,2023-11-30,Maharashtra,West,Electronics,Mass,Male,30,4858.25,17.52,4007.08,25,100177.0,Normal,Low,Low
ORD0009299,2023-11-30,West Bengal,East,Fashion,Mass,Female,25,3227.27,38.33,1990.26,10,19902.6,Normal,Low,Low
ORD0009300,2023-11-30,Chhattisgarh,Central,Footwear,Mass,Male,59,4762.8,55.24,2131.83,15,31977.45,Normal,Medium,High
ORD0009301,2023-11-30,Odisha,East,Footwear,Mass,Female,61,1519.97,33.38,1012.6,14,14176.4,Normal,High,Low
ORD0009302,2023-11-30,Madhya Pradesh,Central,Electronics,Mass,Male,40,4538.45,53.93,2090.86,52,108724.72,Festival,Low,High
ORD0009303,2023-11-30,Telangana,South,Premium Lifestyle,Mass,Male,48,4214.97,29.79,2959.33,8,23674.64,Normal,High,High
ORD0009304,2023-11-30,Punjab,North,Beauty & Personal Care,Mass,Male,40,649.94,56.87,280.32,16,4485.12,Normal,High,High
ORD0009305,2023-11-30,Chhattisgarh,Central,Electronics,Mass,Male,39,8618.97,26.17,6363.39,13,82724.07,Normal,Medium,Low
ORD0009306,2023-11-30,Punjab,North,Home & Living,Mass,Male,56,5510.3,61.23,2136.34,17,36317.78,Festival,Low,High
ORD0009307,2023-11-30,Gujarat,West,Fashion,Premium,Male,47,3719.44,30.17,2597.28,47,122072.16,Festival,Low,Low
ORD0009308,2023-11-30,Odisha,East,Sports & Fitness,Mass,Male,54,1761.66,24.29,1333.75,26,34677.5,Normal,Medium,Low
ORD0009309,2023-11-30,West Bengal,East,Premium Lifestyle,Mass,Female,44,9647.33,18.83,7830.74,5,39153.7,Normal,High,Low
ORD0009310,2023-11-30,Telangana,South,Beauty & Personal Care,Mass,Female,24,615.41,26.8,450.48,51,22974.48,Normal,Medium,Low
ORD0009311,2023-11-30,West Bengal,East,Premium Lifestyle,Mass,Female,60,5001.74,12.88,4357.52,13,56647.76,Normal,Low,Low
ORD0009312,2023-11-30,Tamil Nadu,South,Footwear,Mass,Female,59,733.01,14.58,626.14,10,6261.4,Normal,Medium,Low
ORD0009313,2023-11-30,Karnataka,South,Fashion,Premium,Female,21,646.47,31.11,445.35,37,16477.95,Normal,Medium,Low
ORD0009314,2023-11-30,Maharashtra,West,Premium Lifestyle,Mass,Male,38,14331.34,41.75,8348.01,43,358964.43,Normal,High,Low
ORD0009315,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Female,26,6652.98,28.77,4738.92,26,123211.92,Normal,Low,Low
ORD0009316,2023-11-30,Gujarat,West,Beauty & Personal Care,Mass,Male,25,871.14,50.02,435.4,50,21770.0,Normal,High,Low
ORD0009317,2023-11-30,Karnataka,South,Premium Lifestyle,Mass,Male,32,8181.02,51.11,3999.7,51,203984.7,Normal,Low,Low
ORD0009318,2023-11-30,Karnataka,South,Home & Living,Mass,Female,38,1701.97,36.57,1079.56,27,29148.12,Festival,Medium,Low
ORD0009319,2023-11-30,Punjab,North,Footwear,Mass,Male,36,1320.83,36.93,833.05,5,4165.25,Normal,Medium,High
ORD0009320,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Male,25,5073.57,53.92,2337.9,41,95853.9,Normal,Low,Low
ORD0009321,2023-11-30,Karnataka,South,Footwear,Mass,Male,20,2872.87,27.5,2082.83,60,124969.8,Festival,Low,High
ORD0009322,2023-11-30,Maharashtra,West,Home & Living,Mass,Male,25,1322.42,50.49,654.73,76,49759.48,Festival,Medium,Low
ORD0009323,2023-11-30,Delhi NCR,North,Electronics,Mass,Female,27,5226.09,44.21,2915.64,30,87469.2,Normal,Low,Low
ORD0009324,2023-11-30,Telangana,South,Footwear,Mass,Female,34,3532.59,44.17,1972.24,71,140029.04,Festival,Low,High
ORD0009325,2023-11-30,Telangana,South,Premium Lifestyle,Mass,Female,20,12123.76,50.42,6010.96,39,234427.44,Normal,Medium,Low
ORD0009326,2023-11-30,Uttar Pradesh,North,Sports & Fitness,Mass,Female,25,5785.14,64.02,2081.49,27,56200.23,Festival,Medium,Low
ORD0009327,2023-11-30,Karnataka,South,Beauty & Personal Care,Mass,Female,19,672.96,61.22,260.97,133,34709.01,Festival,Low,Low
ORD0009328,2023-11-30,Gujarat,West,Sports & Fitness,Mass,Female,65,4542.95,26.06,3359.06,31,104130.86,Normal,High,High
ORD0009329,2023-11-30,Karnataka,South,Premium Lifestyle,Mass,Male,63,8287.87,64.59,2934.73,15,44020.95,Normal,Low,High
ORD0009330,2023-11-30,Madhya Pradesh,Central,Grocery Essentials,Mass,Female,44,586.01,38.23,361.98,40,14479.2,Festival,Medium,High
ORD0009331,2023-11-30,Karnataka,South,Grocery Essentials,Mass,Male,40,705.26,34.8,459.83,31,14254.73,Normal,Low,High
ORD0009332,2023-11-30,Telangana,South,Sports & Fitness,Mass,Female,53,4370.04,41.15,2571.77,13,33433.01,Normal,Medium,High
ORD0009333,2023-11-30,Telangana,South,Premium Lifestyle,Premium,Female,28,7916.46,29.68,5566.85,42,233807.7,Normal,High,Low
ORD0009334,2023-11-30,West Bengal,East,Premium Lifestyle,Mass,Male,50,13387.66,20.76,10608.38,22,233384.36,Normal,Medium,Low
ORD0009335,2023-11-30,Tamil Nadu,South,Fashion,Mass,Female,58,3152.98,47.15,1666.35,47,78318.45,Normal,High,Low
ORD0009336,2023-11-30,Kerala,South,Sports & Fitness,Premium,Female,31,4434.24,43.37,2511.11,55,138111.05,Normal,High,Low
ORD0009337,2023-11-30,Punjab,North,Footwear,Mass,Male,55,3414.63,65.0,1195.12,51,60951.12,Normal,High,Low
ORD0009338,2023-11-30,Maharashtra,West,Home & Living,Premium,Male,34,3469.73,22.57,2686.61,37,99404.57,Normal,Low,Low
ORD0009339,2023-11-30,Maharashtra,West,Fashion,Premium,Female,20,1097.04,32.05,745.44,32,23854.08,Normal,Medium,Low
ORD0009340,2023-11-30,Tamil Nadu,South,Footwear,Mass,Female,50,2185.9,51.64,1057.1,62,65540.2,Festival,Low,High
ORD0009341,2023-11-30,Madhya Pradesh,Central,Grocery Essentials,Mass,Male,20,318.77,37.14,200.38,13,2604.94,Festival,Medium,High
ORD0009342,2023-11-30,Odisha,East,Footwear,Mass,Female,31,2421.9,62.95,897.31,26,23330.06,Normal,Medium,High
ORD0009343,2023-11-30,Punjab,North,Beauty & Personal Care,Mass,Female,26,742.44,34.23,488.3,6,2929.8,Normal,Low,Low
ORD0009344,2023-11-30,Chhattisgarh,Central,Fashion,Premium,Male,52,1957.84,37.47,1224.24,13,15915.12,Normal,Medium,Low
ORD0009345,2023-11-30,Odisha,East,Electronics,Mass,Female,61,11117.38,54.61,5046.18,7,35323.26,Normal,Low,Low
ORD0009346,2023-11-30,Madhya Pradesh,Central,Beauty & Personal Care,Premium,Female,43,1772.18,25.01,1328.96,51,67776.96,Festival,Medium,Low
ORD0009347,2023-11-30,Haryana,North,Grocery Essentials,Mass,Male,36,753.81,22.56,583.75,28,16345.0,Normal,High,Low
ORD0009348,2023-11-30,Delhi NCR,North,Fashion,Mass,Male,19,2990.94,19.76,2399.93,31,74397.83,Normal,Low,Low
ORD0009349,2023-11-30,Delhi NCR,North,Footwear,Premium,Male,37,3331.54,24.08,2529.31,36,91055.16,Festival,Low,Low
ORD0009350,2023-11-30,Telangana,South,Sports & Fitness,Mass,Female,56,1157.83,52.47,550.32,75,41274.0,Festival,Medium,Low
ORD0009351,2023-12-31,West Bengal,East,Sports & Fitness,Premium,Male,21,5541.1,19.79,4444.52,10,44445.2,Normal,High,Low
ORD0009352,2023-12-31,Haryana,North,Beauty & Personal Care,Mass,Male,48,863.07,21.71,675.7,31,20946.7,Normal,Low,Low
ORD0009353,2023-12-31,Odisha,East,Sports & Fitness,Premium,Female,21,1004.49,17.3,830.71,27,22429.17,Normal,Medium,Low
ORD0009354,2023-12-31,Delhi NCR,North,Footwear,Premium,Female,22,2246.98,22.98,1730.62,40,69224.8,Normal,High,Low
ORD0009355,2023-12-31,West Bengal,East,Footwear,Mass,Female,39,1726.44,53.2,807.97,52,42014.44,Festival,High,High
ORD0009356,2023-12-31,Uttar Pradesh,North,Electronics,Mass,Female,27,9373.9,28.31,6720.15,13,87361.95,Festival,Medium,High
ORD0009357,2023-12-31,Gujarat,West,Sports & Fitness,Premium,Male,29,5538.64,33.89,3661.59,48,175756.32,Festival,Low,Low
ORD0009358,2023-12-31,Chhattisgarh,Central,Sports & Fitness,Mass,Female,24,3199.73,19.5,2575.78,19,48939.82,Normal,Medium,Low
ORD0009359,2023-12-31,Odisha,East,Footwear,Mass,Male,19,4278.5,64.31,1527.0,27,41229.0,Normal,High,Low
ORD0009360,2023-12-31,Chhattisgarh,Central,Electronics,Mass,Female,50,10083.5,45.76,5469.29,36,196894.44,Normal,Low,Low
ORD0009361,2023-12-31,Telangana,South,Grocery Essentials,Mass,Male,47,444.3,41.76,258.76,44,11385.44,Normal,High,Low
ORD0009362,2023-12-31,Haryana,North,Premium Lifestyle,Mass,Male,40,12359.61,56.07,5429.58,47,255190.26,Normal,Medium,Low
ORD0009363,2023-12-31,Gujarat,West,Electronics,Premium,Female,65,8784.66,29.78,6168.59,31,191226.29,Normal,High,Low
ORD0009364,2023-12-31,West Bengal,East,Footwear,Premium,Female,23,1251.17,23.39,958.52,38,36423.76,Normal,Medium,Low
ORD0009365,2023-12-31,Maharashtra,West,Home & Living,Premium,Female,29,1812.03,38.63,1112.04,15,16680.6,Festival,Medium,Low
ORD0009366,2023-12-31,Kerala,South,Fashion,Mass,Female,54,3315.25,22.91,2555.73,34,86894.82,Normal,Medium,High
ORD0009367,2023-12-31,Gujarat,West,Premium Lifestyle,Mass,Female,54,10287.04,20.88,8139.11,22,179060.42,Normal,Medium,Low
ORD0009368,2023-12-31,Delhi NCR,North,Sports & Fitness,Mass,Female,29,1537.0,20.08,1228.37,70,85985.9,Festival,Low,Low
ORD0009369,2023-12-31,Haryana,North,Sports & Fitness,Premium,Female,25,2283.86,42.72,1308.2,38,49711.6,Festival,Low,Low
ORD0009370,2023-12-31,Maharashtra,West,Footwear,Mass,Female,31,2624.43,36.89,1656.28,45,74532.6,Normal,Low,High
ORD0009371,2023-12-31,Delhi NCR,North,Premium Lifestyle,Mass,Female,57,8813.7,34.47,5775.62,45,259902.9,Normal,Medium,Low
ORD0009372,2023-12-31,West Bengal,East,Grocery Essentials,Mass,Female,63,716.12,33.56,475.79,19,9040.01,Normal,Medium,Low
ORD0009373,2023-12-31,Uttar Pradesh,North,Footwear,Premium,Female,62,652.76,17.28,539.96,18,9719.28,Normal,Medium,High
ORD0009374,2023-12-31,Madhya Pradesh,Central,Home & Living,Mass,Male,20,2233.03,54.02,1026.75,33,33882.75,Normal,Medium,Low
ORD0009375,2023-12-31,Uttar Pradesh,North,Home & Living,Premium,Female,25,2486.95,20.72,1971.65,30,59149.5,Festival,Medium,Low
ORD0009376,2023-12-31,Kerala,South,Sports & Fitness,Mass,Male,22,6771.49,48.08,3515.76,89,312902.64,Festival,High,High
ORD0009377,2023-12-31,Odisha,East,Sports & Fitness,Mass,Female,51,5796.37,13.45,5016.76,5,25083.8,Normal,Medium,Low
ORD0009378,2023-12-31,Delhi NCR,North,Grocery Essentials,Premium,Female,42,572.72,6.84,533.55,22,11738.1,Normal,Medium,Low
ORD0009379,2023-12-31,Punjab,North,Premium Lifestyle,Mass,Male,61,7752.98,65.0,2713.54,29,78692.66,Festival,High,High
ORD0009380,2023-12-31,Madhya Pradesh,Central,Electronics,Mass,Male,24,4810.81,15.2,4079.57,28,114227.96,Normal,Low,Low
ORD0009381,2023-12-31,Kerala,South,Fashion,Premium,Female,60,2060.41,30.0,1442.29,31,44710.99,Normal,Medium,High
ORD0009382,2023-12-31,Karnataka,South,Grocery Essentials,Mass,Male,37,661.01,46.88,351.13,19,6671.47,Normal,Medium,High
ORD0009383,2023-12-31,Delhi NCR,North,Home & Living,Mass,Female,54,1875.02,31.83,1278.2,20,25564.0,Normal,Medium,Low
ORD0009384,2023-12-31,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,35,11487.55,50.5,5686.34,18,102354.12,Normal,Low,High
ORD0009385,2023-12-31,Uttar Pradesh,North,Grocery Essentials,Mass,Male,47,725.21,11.7,640.36,4,2561.44,Normal,Low,Low
ORD0009386,2023-12-31,Madhya Pradesh,Central,Premium Lifestyle,Mass,Male,56,10664.54,31.07,7351.07,28,205829.96,Normal,Medium,Low
ORD0009387,2023-12-31,Chhattisgarh,Central,Home & Living,Mass,Male,22,3828.87,42.57,2198.92,10,21989.2,Normal,Low,Low
ORD0009388,2023-12-31,Uttar Pradesh,North,Fashion,Mass,Male,30,1683.7,20.4,1340.23,26,34845.98,Normal,Medium,High
ORD0009389,2023-12-31,Punjab,North,Electronics,Mass,Female,18,7675.25,47.96,3994.2,58,231663.6,Normal,Low,High
ORD0009390,2023-12-31,Uttar Pradesh,North,Fashion,Premium,Male,42,520.99,14.38,446.07,11,4906.77,Normal,Low,High
ORD0009391,2023-12-31,Maharashtra,West,Fashion,Mass,Male,56,3560.36,25.86,2639.65,6,15837.9,Normal,Medium,High
ORD0009392,2023-12-31,Kerala,South,Beauty & Personal Care,Premium,Male,30,1516.31,13.82,1306.76,13,16987.88,Normal,Medium,Low
ORD0009393,2023-12-31,Kerala,South,Grocery Essentials,Mass,Female,38,313.0,38.15,193.59,56,10841.04,Festival,Medium,Low
ORD0009394,2023-12-31,West Bengal,East,Premium Lifestyle,Mass,Male,49,5217.65,58.85,2147.06,43,92323.58,Normal,High,Low
ORD0009395,2023-12-31,Uttar Pradesh,North,Electronics,Mass,Female,32,6826.61,46.94,3622.2,38,137643.6,Normal,Medium,Low
ORD0009396,2023-12-31,Delhi NCR,North,Premium Lifestyle,Mass,Female,48,10757.62,65.0,3765.17,42,158137.14,Festival,High,Low
ORD0009397,2023-12-31,Uttar Pradesh,North,Fashion,Premium,Male,25,1617.61,16.54,1350.06,10,13500.6,Normal,Medium,Low
ORD0009398,2023-12-31,Gujarat,West,Fashion,Mass,Female,42,3551.93,45.32,1942.2,6,11653.2,Normal,Medium,Low
ORD0009399,2023-12-31,Haryana,North,Sports & Fitness,Mass,Female,33,3206.67,60.44,1268.56,80,101484.8,Festival,Medium,Low
ORD0009400,2023-12-31,Punjab,North,Premium Lifestyle,Mass,Female,30,7955.16,59.94,3186.84,63,200770.92,Normal,High,Low
ORD0009401,2023-12-31,Uttar Pradesh,North,Premium Lifestyle,Mass,Male,27,4232.82,20.96,3345.62,7,23419.34,Normal,High,Low
ORD0009402,2023-12-31,Tamil Nadu,South,Sports & Fitness,Mass,Male,37,5886.0,61.68,2255.52,10,22555.2,Normal,Medium,Low
ORD0009403,2023-12-31,Tamil Nadu,South,Home & Living,Mass,Female,43,5990.28,15.54,5059.39,24,121425.36,Normal,Medium,Low
ORD0009404,2023-12-31,Madhya Pradesh,Central,Electronics,Mass,Male,54,5784.83,59.66,2333.6,26,60673.6,Normal,Medium,High
ORD0009405,2023-12-31,Gujarat,West,Fashion,Premium,Female,44,2751.05,31.6,1881.72,43,80913.96,Normal,Low,Low
